os,cpu,gpu,ram,kernel,driver,cpuscheduler,  ,  ,  ,  , ,  ,  ,  ,  , 
Arch Linux,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT,16300712,6.1.12-arch1-1,4.6 Mesa 22.3.6,schedutil,  ,  ,  ,  , 
69.43,14403,2.60546,99,50,68,2324,1000,3.07665,128,6.69821,32892890316
67.8979,14728,2.60546,99,50,68,2324,1000,3.07665,128,6.69821,32992956432
70.8818,14108,2.60546,99,50,68,2324,1000,3.07665,128,6.69821,33093026109
67.8841,14731,2.60546,99,50,68,2324,1000,3.07665,128,6.69821,33193080005
60.107,16637,2.60546,99,50,68,2324,1000,3.07665,128,6.69821,33293151201
62.2471,16065,2.46002,99,49,68,2323,1000,3.07665,128,6.69797,33393206087
76.0745,13145,2.46002,99,49,68,2323,1000,3.07665,128,6.69797,33493271614
66.3526,15071,2.46002,99,49,68,2323,1000,3.07665,128,6.69797,33593341980
66.1551,15116,2.46002,99,49,68,2323,1000,3.07665,128,6.69797,33693411646
63.8529,15661,2.46002,99,49,68,2323,1000,3.07665,128,6.69797,33793466572
58.2208,17176,3.1477,99,49,68,2320,1000,3.08229,128,6.70681,33893522078
70.5617,14172,3.1477,99,49,68,2320,1000,3.08229,128,6.70681,33993576395
69.9888,14288,3.1477,99,49,68,2320,1000,3.08229,128,6.70681,34093630961
61.8162,16177,3.1477,99,49,68,2320,1000,3.08229,128,6.70681,34193685427
66.3394,15074,3.1477,99,49,68,2320,1000,3.08229,128,6.70681,34293739583
68.0457,14696,3.58467,98,48,68,2321,1000,3.08229,128,6.70755,34393794560
64.5828,15484,3.58467,98,48,68,2321,1000,3.08229,128,6.70755,34493849076
67.49,14817,3.58467,98,48,68,2321,1000,3.08229,128,6.70755,34593903992
66.2427,15096,3.58467,98,48,68,2321,1000,3.08229,128,6.70755,34693958308
74.6491,13396,3.58467,98,48,68,2321,1000,3.08229,128,6.70755,34794017695
62.3636,16035,3.58467,98,48,68,2321,1000,3.08229,128,6.70755,34894074871
80.4311,12433,4.48878,99,49,68,2320,1000,3.0786,129,6.70419,34994129127
79.7003,12547,4.48878,99,49,68,2320,1000,3.0786,129,6.70419,35094182993
60.7165,16470,4.48878,99,49,68,2320,1000,3.0786,129,6.70419,35194252300
60.507,16527,4.48878,99,49,68,2320,1000,3.0786,129,6.70419,35294306986
61.1883,16343,4.48878,99,49,68,2320,1000,3.0786,129,6.70419,35394361642
64.1313,15593,3.24594,99,49,68,2321,1000,3.0786,130,6.70418,35494415308
64.7459,15445,3.24594,99,49,68,2321,1000,3.0786,130,6.70418,35594473755
56.4972,17700,3.24594,99,49,68,2321,1000,3.0786,130,6.70418,35694528651
62.1272,16096,3.24594,99,49,68,2321,1000,3.0786,130,6.70418,35794582917
66.5912,15017,3.24594,99,49,68,2321,1000,3.0786,130,6.70418,35894637593
62.6331,15966,3.2419,99,49,68,2320,1000,3.0786,129,6.70442,35994692690
61.2482,16327,3.2419,99,49,68,2320,1000,3.0786,129,6.70442,36094747706
67.2993,14859,3.2419,99,49,68,2320,1000,3.0786,129,6.70442,36194801912
56.1451,17811,3.2419,99,49,68,2320,1000,3.0786,129,6.70442,36294855288
62.9129,15895,3.2419,99,49,68,2320,1000,3.0786,129,6.70442,36394909125
76.4584,13079,2.84653,99,49,68,2319,1000,3.0786,129,6.70417,36494963181
82.7678,12082,2.84653,99,49,68,2319,1000,3.0786,129,6.70417,36595017687
65.95,15163,2.84653,99,49,68,2319,1000,3.0786,129,6.70417,36695071253
63.488,15751,2.84653,99,49,68,2319,1000,3.0786,129,6.70417,36795125699
68.4931,14600,2.84653,99,49,68,2319,1000,3.0786,129,6.70417,36895195606
63.7064,15697,3.46535,98,49,68,2325,1000,3.0786,127,6.69923,36995251172
56.8634,17586,3.46535,98,49,68,2325,1000,3.0786,127,6.69923,37095306858
90.9174,10999,3.46535,98,49,68,2325,1000,3.0786,127,6.69923,37195361914
66.769,14977,3.46535,98,49,68,2325,1000,3.0786,127,6.69923,37295416831
80.9062,12360,3.46535,98,49,68,2325,1000,3.0786,127,6.69923,37395471407
71.8546,13917,4.09429,99,50,68,2324,1000,3.0786,128,6.69947,37495526393
84.3313,11858,4.09429,99,50,68,2324,1000,3.0786,128,6.69947,37595581949
91.7011,10905,4.09429,99,50,68,2324,1000,3.0786,128,6.69947,37695637196
62.0463,16117,4.09429,99,50,68,2324,1000,3.0786,128,6.69947,37795692052
96.1076,10405,4.09429,99,50,68,2324,1000,3.0786,128,6.69947,37895745948
67.8518,14738,3.52369,99,50,68,2324,1000,3.0786,127,6.69971,37995802094
70.1213,14261,3.52369,99,50,68,2324,1000,3.0786,127,6.69971,38095857181
84.7458,11800,3.52369,99,50,68,2324,1000,3.0786,127,6.69971,38195912197
64.6831,15460,3.52369,99,50,68,2324,1000,3.0786,127,6.69971,38295967463
80.8996,12361,3.52369,99,50,68,2324,1000,3.0786,127,6.69971,38396022419
71.5103,13984,2.38693,99,49,68,2324,1000,3.0786,127,6.69947,38496076966
67.1231,14898,2.38693,99,49,68,2324,1000,3.0786,127,6.69947,38596144332
93.5016,10695,2.38693,99,49,68,2324,1000,3.0786,127,6.69947,38696212088
67.7874,14752,2.38693,99,49,68,2324,1000,3.0786,127,6.69947,38796279584
82.2707,12155,2.38693,99,49,68,2324,1000,3.0786,127,6.69947,38896346931
66.5602,15024,3.05998,99,49,69,2325,1000,3.08229,128,6.70284,38996415367
68.9655,14500,3.05998,99,49,69,2325,1000,3.08229,128,6.70284,39096482803
84.6453,11814,3.05998,99,49,69,2325,1000,3.08229,128,6.70284,39196550399
61.7246,16201,3.05998,99,49,69,2325,1000,3.08229,128,6.70284,39296617176
72.8332,13730,3.05998,99,49,69,2325,1000,3.08229,128,6.70284,39396685512
71.7412,13939,2.68949,99,48,68,2325,1000,3.0786,128,6.70462,39496740648
69.6961,14348,2.68949,99,48,68,2325,1000,3.0786,128,6.70462,39596797854
81.3206,12297,2.68949,99,48,68,2325,1000,3.0786,128,6.70462,39696852270
68.1989,14663,2.68949,99,48,68,2325,1000,3.0786,128,6.70462,39796907697
67.39,14839,2.68949,99,48,68,2325,1000,3.0786,128,6.70462,39896963823
74.8671,13357,2.48139,99,48,68,2323,1000,3.0786,127,6.70498,39997018719
67.1096,14901,2.48139,99,48,68,2323,1000,3.0786,127,6.70498,40097074155
56.4876,17703,2.48139,99,48,68,2323,1000,3.0786,127,6.70498,40197128782
75.0751,13320,2.48139,99,48,68,2323,1000,3.0786,127,6.70498,40297182898
71.5615,13974,2.48139,99,48,68,2323,1000,3.0786,127,6.70498,40397237754
64.1519,15588,2.8607,99,48,68,2323,1000,3.0786,128,6.70473,40497293290
70.4077,14203,2.8607,99,48,68,2323,1000,3.0786,128,6.70473,40597347827
66.9478,14937,2.8607,99,48,68,2323,1000,3.0786,128,6.70473,40697402743
63.3473,15786,2.8607,99,48,68,2323,1000,3.0786,128,6.70473,40797464659
58.4624,17105,2.8607,99,48,68,2323,1000,3.0786,128,6.70473,40897519595
76.0109,13156,3.54523,99,48,68,2317,1000,3.0786,128,6.70498,40997574182
80.9454,12354,3.54523,99,48,68,2317,1000,3.0786,128,6.70498,41097643748
80.9651,12351,3.54523,99,48,68,2317,1000,3.0786,128,6.70498,41197698264
76.4175,13086,3.54523,99,48,68,2317,1000,3.0786,128,6.70498,41297746970
63.9754,15631,3.54523,99,48,68,2317,1000,3.0786,128,6.70498,41397801397
64.1766,15582,3.33745,99,48,68,2318,1000,3.08229,128,6.70446,41497856253
61.778,16187,3.33745,99,48,68,2318,1000,3.08229,128,6.70446,41597911039
62.6763,15955,3.33745,99,48,68,2318,1000,3.08229,128,6.70446,41697964215
82.8569,12069,3.33745,99,48,68,2318,1000,3.08229,128,6.70446,41798018242
88.6761,11277,3.33745,99,48,68,2318,1000,3.08229,128,6.70446,41898072768
85.3971,11710,3.36239,99,47,68,2318,1000,3.0913,128,6.70543,41998128084
94.8587,10542,3.36239,99,47,68,2318,1000,3.0913,128,6.70543,42098182460
88.6132,11285,3.36239,99,47,68,2318,1000,3.0913,128,6.70543,42198237286
62.6096,15972,3.36239,99,47,68,2318,1000,3.0913,128,6.70543,42298290953
59.2803,16869,3.36239,99,47,68,2318,1000,3.0913,128,6.70543,42398344959
58.4249,17116,3.36239,99,47,68,2318,1000,3.0913,128,6.70543,42498399485
59.8301,16714,2.95203,99,47,68,2327,1000,3.10456,128,6.70112,42598453141
59.0319,16940,2.95203,99,47,68,2327,1000,3.10456,128,6.70112,42698506898
58.0248,17234,2.95203,99,47,68,2327,1000,3.10456,128,6.70112,42798560244
56.9801,17550,2.95203,99,47,68,2327,1000,3.10456,128,6.70112,42898614490
58.7475,17022,2.95203,99,47,68,2327,1000,3.10456,128,6.70112,42998681816
58.7751,17014,2.9703,99,47,69,2331,1000,3.1006,132,6.69933,43098752833
60.8347,16438,2.9703,99,47,69,2331,1000,3.1006,132,6.69933,43198807289
61.6713,16215,2.9703,99,47,69,2331,1000,3.1006,132,6.69933,43298861985
79.7703,12536,2.9703,99,47,69,2331,1000,3.1006,132,6.69933,43398919181
84.0124,11903,2.9703,99,47,69,2331,1000,3.1006,132,6.69933,43498973728
82.2436,12159,2.97398,99,47,68,2326,1000,3.08257,132,6.6958,43599028444
66.024,15146,2.97398,99,47,68,2326,1000,3.08257,132,6.6958,43699082150
77.3036,12936,2.97398,99,47,68,2326,1000,3.08257,132,6.6958,43799137706
63.7836,15678,2.97398,99,47,68,2326,1000,3.08257,132,6.6958,43899191483
85.4701,11700,2.97398,99,47,68,2326,1000,3.08257,132,6.6958,43999248289
76.3534,13097,3.98506,99,47,68,2316,1000,3.08257,127,6.69604,44099316405
81.9538,12202,3.98506,99,47,68,2316,1000,3.08257,127,6.69604,44199384331
82.3859,12138,3.98506,99,47,68,2316,1000,3.08257,127,6.69604,44299441268
64.8677,15416,3.98506,99,47,68,2316,1000,3.08257,127,6.69604,44399496454
62.2316,16069,3.98506,99,47,68,2316,1000,3.08257,127,6.69604,44499550970
71.3318,14019,2.457,99,46,68,2313,1000,3.08257,128,6.69556,44599605826
57.7201,17325,2.457,99,46,68,2313,1000,3.08257,128,6.69556,44699661183
65.7851,15201,2.457,99,46,68,2313,1000,3.08257,128,6.69556,44799716479
61.9694,16137,2.457,99,46,68,2313,1000,3.08257,128,6.69556,44899776215
62.4415,16015,2.457,99,46,68,2313,1000,3.08257,128,6.69556,44999831671
70.0574,14274,3.00752,99,46,69,2318,1000,3.08257,128,6.6958,45099884917
62.3753,16032,3.00752,99,46,69,2318,1000,3.08257,128,6.6958,45199939924
81.2678,12305,3.00752,99,46,69,2318,1000,3.08257,128,6.6958,45299994040
55.457,18032,3.00752,99,46,69,2318,1000,3.08257,128,6.6958,45400049516
78.5669,12728,3.00752,99,46,69,2318,1000,3.08257,128,6.6958,45500105102
60.551,16515,4.2394,99,46,69,2319,1000,3.08257,129,6.69771,45600158369
61.9963,16130,4.2394,99,46,69,2319,1000,3.08257,129,6.69771,45700212055
65.5867,15247,4.2394,99,46,69,2319,1000,3.08257,129,6.69771,45800269931
66.5868,15018,4.2394,99,46,69,2319,1000,3.08257,129,6.69771,45900323867
81.1952,12316,4.2394,99,46,69,2319,1000,3.08257,129,6.69771,46000380154
76.8108,13019,3.76412,99,46,68,2319,1000,3.09159,130,6.69843,46100436000
82.8157,12075,3.76412,99,46,68,2319,1000,3.09159,130,6.69843,46200492156
65.9109,15172,3.76412,99,46,68,2319,1000,3.09159,130,6.69843,46300547652
67.9348,14720,3.76412,99,46,68,2319,1000,3.09159,130,6.69843,46400603149
64.7249,15450,3.76412,99,46,68,2319,1000,3.09159,130,6.69843,46500658035
69.979,14290,3.93604,99,46,68,2310,1000,3.1006,129,6.69696,46600713571
74.9738,13338,3.93604,99,46,68,2310,1000,3.1006,129,6.69696,46700769047
59.8516,16708,3.93604,99,46,68,2310,1000,3.1006,129,6.69696,46800822634
59.1436,16908,3.93604,99,46,68,2310,1000,3.1006,129,6.69696,46900878090
80.8277,12372,3.93604,99,46,68,2310,1000,3.1006,129,6.69696,47000931586
81.473,12274,3.59801,99,46,68,2314,1000,3.08257,129,6.69696,47100985432
79.2205,12623,3.59801,99,46,68,2314,1000,3.08257,129,6.69696,47201019009
83.3542,11997,3.59801,99,46,68,2314,1000,3.08257,129,6.69696,47301073225
78.6225,12719,3.59801,99,46,68,2314,1000,3.08257,129,6.69696,47401130021
66.4496,15049,3.59801,99,46,68,2314,1000,3.08257,129,6.69696,47501186427
65.8198,15193,2.72953,99,45,68,2319,1000,3.08257,127,6.69646,47601257853
80.7885,12378,2.72953,99,45,68,2319,1000,3.08257,127,6.69646,47701313360
79.5165,12576,2.72953,99,45,68,2319,1000,3.08257,127,6.69646,47801384126
66.8717,14954,2.72953,99,45,68,2319,1000,3.08257,127,6.69646,47901455182
84.5237,11831,2.72953,99,45,68,2319,1000,3.08257,127,6.69646,48001521528
83.2639,12010,3.06748,99,45,69,2318,1000,3.08257,127,6.69646,48101592705
75.8956,13176,3.06748,99,45,69,2318,1000,3.08257,127,6.69646,48201648761
77.232,12948,3.06748,99,45,69,2318,1000,3.08257,127,6.69646,48301706227
56.6027,17667,3.06748,99,45,69,2318,1000,3.08257,127,6.69646,48401765303
66.9523,14936,3.06748,99,45,69,2318,1000,3.08257,127,6.69646,48501819300
64.082,15605,3.57143,99,45,68,2318,1000,3.08257,127,6.6967,48601873326
69.3866,14412,3.57143,99,45,68,2318,1000,3.08257,127,6.6967,48701932122
73.416,13621,3.57143,99,45,68,2318,1000,3.08257,127,6.6967,48801987338
67.3083,14857,3.57143,99,45,68,2318,1000,3.08257,127,6.6967,48902041745
71.4898,13988,3.57143,99,45,68,2318,1000,3.08257,127,6.6967,49002096181
61.9694,16137,4.24757,99,45,69,2320,1000,3.08257,127,6.69938,49102151527
67.6865,14774,4.24757,99,45,69,2320,1000,3.08257,127,6.69938,49202207423
324.254,3084,4.24757,99,45,69,2320,1000,3.08257,127,6.69938,49302262350
76.7283,13033,4.24757,99,45,69,2320,1000,3.08257,127,6.69938,49402316566
62.9089,15896,4.24757,99,45,69,2320,1000,3.08257,127,6.69938,49502369622
66.3174,15079,4.24757,99,45,69,2320,1000,3.08257,127,6.69938,49602425768
